tool,dimension,dimension_score,metric,raw_value,normalized_value,weight,contribution
MS2AI,compatibility,0.0,input_formats,,,0.0,0.0
MS2AI,compatibility,0.0,output_formats,,,0.0,0.0
MS2AI,compatibility,0.0,has_workflow_support,False,0.0,0.34142426786507973,0.0
MS2AI,compatibility,0.0,has_distribution_support,False,0.0,0.6585757321349203,0.0
MS2AI,fairness,0.0,license,,,0.0,0.0
MS2AI,fairness,0.0,repository,,,0.0,0.0
MS2AI,fairness,0.0,registry,,,0.0,0.0
MS2AI,fairness,0.0,citation,,,0.0,0.0
MS2AI,fairness,0.0,checklist,,,0.0,0.0
MS2AI,fairness,0.0,publication_open_access,False,0.0,1.0,0.0
MS2AI,maintainability,0.8353284211800001,nloc_per_file,46.02,0.95398,0.342201,0.32645290998
MS2AI,maintainability,0.8353284211800001,avg_ccn,4.92,0.5644444444444445,0.324063,0.18291556000000003
MS2AI,maintainability,0.8353284211800001,duplicate_rate,2.33,0.9767,0.333736,0.3259599512
MS2AI,sustainability,0.16055655154711565,avg_issue_close_time_days,194.573677031893,0.0,0.199091,0.0
MS2AI,sustainability,0.16055655154711565,num_open_issues,1,0.995,0.127273,0.126636635
MS2AI,sustainability,0.16055655154711565,days_since_last_commit,1219,0.0,0.114545,0.0
MS2AI,sustainability,0.16055655154711565,inverse_simpson_index,3.6651383039939014,0.1402704370523106,0.241818,0.033919916547115646
MS2AI,sustainability,0.16055655154711565,has_releases,False,0.0,0.149091,0.0
MS2AI,sustainability,0.16055655154711565,has_contribution_guidelines,False,0.0,0.168182,0.0
MS2AI,security,0.47669736382597355,default_branch_protected,True,1.0,0.47669736382597355,0.47669736382597355
MS2AI,security,0.47669736382597355,has_security_policy,False,0.0,0.2996011877543224,0.0
MS2AI,security,0.47669736382597355,gitignore_present,False,0.0,0.22370144841970407,0.0
MS2AI,security,0.47669736382597355,security_updates,,,0.0,0.0
MS2AI,security,0.47669736382597355,secret_scanning,,,0.0,0.0
MS2AI,scientific_impact,0.1657454706215847,fwci,,,0.0,0.0
MS2AI,scientific_impact,0.1657454706215847,citation_count,6,0.3669240563744024,0.42010770929155566,0.1541476248074158
MS2AI,scientific_impact,0.1657454706215847,star_count,2,0.02,0.32315947255229943,0.006463189451045989
MS2AI,scientific_impact,0.1657454706215847,fork_count,2,0.02,0.2567328181561449,0.0051346563631228985
MS2AI,scientific_impact,0.1657454706215847,altmetric_score,,,0.0,0.0
VISION,compatibility,0.0,input_formats,,,0.0,0.0
VISION,compatibility,0.0,output_formats,,,0.0,0.0
VISION,compatibility,0.0,has_workflow_support,False,0.0,0.34142426786507973,0.0
VISION,compatibility,0.0,has_distribution_support,False,0.0,0.6585757321349203,0.0
VISION,fairness,1.0,license,,,0.0,0.0
VISION,fairness,1.0,repository,,,0.0,0.0
VISION,fairness,1.0,registry,,,0.0,0.0
VISION,fairness,1.0,citation,,,0.0,0.0
VISION,fairness,1.0,checklist,,,0.0,0.0
VISION,fairness,1.0,publication_open_access,True,1.0,1.0,1.0
VISION,maintainability,0.0815755272,nloc_per_file,1883.18,0.0,0.342201,0.0
VISION,maintainability,0.0815755272,avg_ccn,8.64,0.15111111111111108,0.324063,0.04896951999999999
VISION,maintainability,0.0815755272,duplicate_rate,90.23,0.09770000000000001,0.333736,0.0326060072
VISION,sustainability,0.16026067068690636,avg_issue_close_time_days,,,0.0,0.0
VISION,sustainability,0.16026067068690636,num_open_issues,0,1.0,0.15891068773106556,0.15891068773106556
VISION,sustainability,0.16026067068690636,days_since_last_commit,791,0.0,0.14301874495104935,0.0
VISION,sustainability,0.16026067068690636,inverse_simpson_index,1.0849525530953459,0.004471187005018204,0.301929432682115,0.0013499829558407913
VISION,sustainability,0.16026067068690636,has_releases,False,0.0,0.18615223452352264,0.0
VISION,sustainability,0.16026067068690636,has_contribution_guidelines,False,0.0,0.20998890011224747,0.0
VISION,security,0.0,default_branch_protected,False,0.0,0.47669736382597355,0.0
VISION,security,0.0,has_security_policy,False,0.0,0.2996011877543224,0.0
VISION,security,0.0,gitignore_present,False,0.0,0.22370144841970407,0.0
VISION,security,0.0,security_updates,,,0.0,0.0
VISION,security,0.0,secret_scanning,,,0.0,0.0
VISION,scientific_impact,0.17102074488666452,fwci,,,0.0,0.0
VISION,scientific_impact,0.17102074488666452,citation_count,5,0.337857147626047,0.42010770929155566,0.14193639235695757
VISION,scientific_impact,0.17102074488666452,star_count,9,0.09,0.32315947255229943,0.02908435252970695
VISION,scientific_impact,0.17102074488666452,fork_count,0,0.0,0.2567328181561449,0.0
VISION,scientific_impact,0.17102074488666452,altmetric_score,,,0.0,0.0
Biosaur,compatibility,0.0,input_formats,,,0.0,0.0
Biosaur,compatibility,0.0,output_formats,,,0.0,0.0
